Iteration,Array,ArrayList,LinkedList
655,25,40,231
656,25,40,237
657,25,44,233
658,25,40,232
659,25,40,240
660,26,41,235
661,26,41,237
662,26,41,237
663,26,41,237
664,26,41,237
665,26,41,245
666,26,41,236
667,26,41,243
668,26,41,236
669,26,41,254
670,26,41,237
671,26,41,235
672,26,41,237
673,26,41,242
674,26,41,237
675,26,41,236
676,26,41,236
677,26,41,247
678,26,41,236
679,26,41,233
680,25,42,240
681,25,40,248
682,25,47,242
683,25,40,252
684,25,40,232
685,25,40,231
686,25,40,236
687,25,43,231
688,25,40,235
689,25,40,230
690,25,40,235
691,25,40,234
692,25,40,231
693,25,40,231
694,25,40,245
695,25,40,239
696,25,40,231
697,25,40,242
698,25,40,236
699,25,40,250
700,30,40,232
701,25,40,242
702,25,40,231
703,25,40,231
704,25,40,231
705,25,40,237
706,25,40,232
707,25,40,230
708,25,40,236
709,25,40,240
710,25,42,232
711,25,40,232
712,25,40,231
713,25,40,230
714,25,40,231
715,25,40,231
716,25,40,232
717,25,51,231
718,25,40,233
719,25,40,236
720,25,40,236
721,25,40,231
722,25,40,236
723,25,40,239
724,33,40,262
725,26,40,235
726,25,43,230
727,25,40,238
728,25,42,233
729,25,40,240
730,30,40,234
731,25,40,230
732,25,42,231
733,25,40,241
734,25,40,231
735,25,40,236
736,25,43,232
737,25,40,241
738,25,40,231
739,25,40,252
740,25,43,235
741,28,40,236
742,25,40,233
743,25,40,236
744,25,40,231
745,25,40,235
746,25,40,230
747,25,40,231
748,25,40,232
749,26,40,232
750,25,40,236
751,25,40,239
752,28,42,261
753,25,40,235
754,25,40,232
755,25,40,231
756,25,40,232
757,25,40,237
758,28,40,231
759,25,40,231
760,25,40,233
761,25,40,239
762,25,40,231
763,25,40,231
764,25,40,249
765,31,40,240
766,25,40,236
767,25,45,241
768,25,40,237
769,31,40,235
770,28,42,237
771,25,40,240
772,25,45,232
773,25,51,237
774,25,40,232
775,25,40,236
776,25,48,232
777,25,40,230
778,25,40,230
779,28,43,260
780,34,40,243
781,25,40,236
782,25,42,236
783,25,40,232
784,25,40,231
785,26,40,236
786,25,40,231
787,25,40,237
788,28,40,231
789,25,40,238
790,25,40,235
791,25,40,230
792,25,40,230
793,25,40,239
794,25,40,231
795,25,40,231
796,25,40,236
797,25,40,231
798,25,40,232
799,25,40,236
800,26,40,236
801,25,40,233
802,25,40,230
803,33,45,244
804,25,43,241
805,25,40,232
806,25,40,239
807,25,40,242
808,25,44,231
809,25,40,235
810,30,40,235
811,25,40,241
812,26,40,231
813,25,40,241
814,26,40,232
815,25,40,234
816,25,45,231
817,25,40,237
818,25,40,233
819,25,40,242
820,25,40,236
821,25,40,245
822,25,40,232
823,25,40,231
824,25,40,231
825,25,40,231
826,25,40,231
827,25,40,237
828,25,40,232
829,25,52,232
830,25,40,236
831,25,40,232
832,25,40,237
833,25,40,231
834,25,40,231
835,25,40,238
836,25,40,237
837,30,40,236
838,25,40,231
839,26,42,235
840,25,46,252
841,28,40,237
842,28,40,239
843,26,40,241
844,25,40,236
845,25,40,238
846,25,40,231
847,25,40,233
848,25,40,232
849,25,40,239
850,25,44,236
851,25,40,237
852,25,40,236
853,25,40,248
854,31,45,250
855,25,40,232
856,25,45,250
857,25,40,237
858,25,45,236
859,26,41,237
860,26,41,242
861,26,41,237
862,26,41,235
863,26,41,236
864,26,41,249
865,26,40,236
866,30,41,236
867,26,41,236
868,26,41,244
869,26,41,234
870,26,41,236
871,26,41,237
872,26,41,237
873,26,41,235
874,26,41,236
875,26,41,236
876,26,41,237
877,26,41,236
878,26,41,237
879,25,40,231
880,25,40,236
881,25,40,246
882,25,40,245
883,25,40,235
884,25,40,249
885,25,40,232
886,25,45,236
887,25,40,231
888,25,40,246
889,25,40,253
890,25,40,231
891,25,40,238
892,26,40,244
893,25,42,232
894,25,40,232
895,25,40,237
896,25,44,245
897,25,43,243
898,25,40,237
899,26,40,238
900,25,40,249
901,25,40,237
902,25,40,231
903,26,40,237
904,25,40,236
905,25,41,235
906,25,43,237
907,25,40,248
908,25,40,236
909,25,40,233
910,26,43,244
911,26,41,244
912,26,41,246
913,28,42,230
914,26,40,231
915,25,40,238
916,25,40,240
917,25,40,239
918,26,41,236
919,26,41,241
920,26,41,242
921,26,41,235
922,26,47,236
923,26,41,237
924,26,41,245
925,26,41,238
926,26,41,236
927,26,41,236
928,26,41,236
929,26,41,236
930,26,41,238
931,26,41,243
932,26,41,235
933,26,41,237
934,26,41,236
935,26,41,237
936,26,41,237
937,26,41,236
938,26,41,243
939,26,41,238
940,26,41,248
941,26,41,235
942,26,41,236
943,26,41,236
944,26,41,242
945,26,41,237
946,26,41,237
947,26,41,236
948,26,41,242
949,26,41,238
950,26,41,237
951,26,41,236
952,26,41,246
953,26,41,236
954,26,41,236
955,26,41,236
956,26,41,235
957,26,41,237
958,25,41,236
959,26,41,237
960,26,41,237
961,26,41,237
962,26,41,237
963,26,40,237
964,26,41,237
965,26,41,237
966,26,41,244
967,26,41,236
968,26,41,241
969,26,41,235
970,26,41,235
971,26,41,236
972,26,41,242
973,26,41,237
974,26,41,237
975,26,41,236
976,26,41,242
977,26,41,236
978,25,45,254
979,25,40,236
980,26,42,243
981,25,40,237
982,25,45,232
983,25,40,232
984,25,40,231
985,25,40,238
986,25,45,236
987,25,40,231
988,25,40,232
989,25,40,247
990,25,45,231
991,25,40,230
992,26,40,232
993,26,40,232
994,25,40,237
995,26,51,232
996,25,40,246
997,25,40,231
998,25,40,232
999,25,40,231
1000,26,40,237
