Iteration;False Positive
5938;88,124
5939;88,122
5940;88,12
5941;88,118
5942;88,116005
5943;88,114
5944;88,112
5945;88,11
5946;88,107994
5947;88,106
5948;88,104
5949;88,102
5950;88,1
5951;88,098
5952;88,096
5953;88,094
5954;88,092
5955;88,090004
5956;88,088
5957;88,086
5958;88,084
5959;88,082
5960;88,08
5961;88,077995
5962;88,076004
5963;88,074
5964;88,072
5965;88,07
5966;88,068
5967;88,066
5968;88,063995
5969;88,062
5970;88,06
5971;88,058
5972;88,056
5973;88,054
5974;88,052
5975;88,05
5976;88,048
5977;88,046005
5978;88,044
5979;88,042
5980;88,04
5981;88,037994
5982;88,036
5983;88,034
5984;88,032
5985;88,03
5986;88,028
5987;88,026
5988;88,024
5989;88,022
5990;88,020004
5991;88,018
5992;88,016
5993;88,014
5994;88,012
5995;88,01
5996;88,007996
5997;88,006004
5998;88,004
5999;88,002
6000;88
6001;87,998
6002;87,996
6003;87,993996
6004;87,992004
6005;87,99
6006;87,988
6007;87,986
6008;87,984
6009;87,982
6010;87,98
6011;87,978
6012;87,976006
6013;87,974
6014;87,972
6015;87,97
6016;87,967995
6017;87,966
6018;87,964
6019;87,962
6020;87,96
6021;87,958
6022;87,956
6023;87,954
6024;87,952
6025;87,95
6026;87,948
6027;87,946
6028;87,944
6029;87,942
6030;87,94
6031;87,937996
6032;87,936005
6033;87,934
6034;87,932
6035;87,93
6036;87,92799
6037;87,926
6038;87,923996
6039;87,922
6040;87,92
6041;87,918
6042;87,916
6043;87,914
6044;87,912
6045;87,91
6046;87,908
6047;87,906
6048;87,904
6049;87,902
6050;87,9
6051;87,897995
6052;87,896
6053;87,894
6054;87,892
6055;87,89
6056;87,888
6057;87,886
6058;87,884
6059;87,882
6060;87,88
6061;87,878
6062;87,876
6063;87,874
6064;87,872
6065;87,87
6066;87,868
6067;87,866005
6068;87,864
6069;87,862
6070;87,86
6071;87,857994
6072;87,856
6073;87,854
6074;87,852005
6075;87,85
6076;87,848
6077;87,846
6078;87,844
6079;87,842
6080;87,840004
6081;87,838
6082;87,836
6083;87,834
6084;87,832
6085;87,83
6086;87,827995
6087;87,826004
6088;87,824
6089;87,822
6090;87,82
6091;87,818
6092;87,816
6093;87,813995
6094;87,812004
6095;87,81
6096;87,808
6097;87,806
6098;87,804
6099;87,802
6100;87,8
6101;87,798
6102;87,796005
6103;87,794
6104;87,792
6105;87,79
6106;87,787994
6107;87,786
6108;87,784
6109;87,782
6110;87,78
6111;87,778
6112;87,776
6113;87,774
6114;87,772
6115;87,77
6116;87,768
6117;87,766
6118;87,764
6119;87,762
6120;87,76
6121;87,757996
6122;87,756004
6123;87,754
6124;87,752
6125;87,75
6126;87,74799
6127;87,746
6128;87,743996
6129;87,742004
6130;87,74
6131;87,738
6132;87,736
6133;87,734
6134;87,732
6135;87,73
6136;87,728
6137;87,726006
6138;87,724
6139;87,722
6140;87,72
6141;87,717995
6142;87,716
6143;87,714
6144;87,712006
6145;87,71
6146;87,708
6147;87,706
6148;87,704
6149;87,702
6150;87,7
6151;87,698
6152;87,696
6153;87,694
6154;87,692
6155;87,69
6156;87,687996
6157;87,686005
6158;87,684
6159;87,682
6160;87,68
6161;87,67799
6162;87,676
6163;87,673996
6164;87,672005
6165;87,67
6166;87,668
6167;87,666
6168;87,664
6169;87,662
6170;87,66
6171;87,658
6172;87,656
6173;87,654
6174;87,652
6175;87,65
6176;87,647995
6177;87,646
6178;87,644
6179;87,642
6180;87,64
6181;87,638
6182;87,636
6183;87,633995
6184;87,632
6185;87,63
6186;87,628
6187;87,626
6188;87,624
6189;87,622
6190;87,62
6191;87,618
6192;87,616005
6193;87,614
6194;87,612
6195;87,61
6196;87,607994
6197;87,606
6198;87,604
6199;87,602005
6200;87,6
6201;87,598
6202;87,596
6203;87,594
6204;87,592
6205;87,59
6206;87,588
6207;87,586
6208;87,584
6209;87,582
6210;87,58
6211;87,577995
6212;87,576004
6213;87,574
6214;87,57201
6215;87,57
6216;87,568
6217;87,566
6218;87,563995
6219;87,562004
6220;87,56
6221;87,558
6222;87,556
6223;87,554
6224;87,552
6225;87,55
6226;87,548
6227;87,546005
6228;87,544
6229;87,542
6230;87,54
6231;87,537994
6232;87,536
6233;87,534
6234;87,532005
6235;87,53
6236;87,528
6237;87,526
6238;87,524
6239;87,522
6240;87,52
6241;87,518
6242;87,516
6243;87,514
6244;87,512
6245;87,51
6246;87,507996
6247;87,506004
6248;87,504
6249;87,502
6250;87,5
6251;87,498
6252;87,496
6253;87,493996
6254;87,492004
6255;87,49
6256;87,488
6257;87,486
6258;87,484
6259;87,482
6260;87,48
6261;87,478
6262;87,476
6263;87,474
6264;87,472
6265;87,47
6266;87,467995
6267;87,466
6268;87,464
6269;87,462006
6270;87,46
6271;87,458
6272;87,456
6273;87,453995
6274;87,452
6275;87,45
6276;87,448
6277;87,446
6278;87,444
6279;87,442
6280;87,44
6281;87,437996
6282;87,436005
6283;87,434
6284;87,432
6285;87,43
6286;87,42799
6287;87,426
6288;87,423996
6289;87,422005
6290;87,42
6291;87,418
6292;87,416
6293;87,414
6294;87,412
6295;87,41
6296;87,408
6297;87,406
6298;87,404
6299;87,402
6300;87,4
6301;87,397995
6302;87,396
6303;87,394
6304;87,392006
6305;87,39
6306;87,388
6307;87,386
6308;87,383995
6309;87,382
6310;87,38
6311;87,378
6312;87,376
6313;87,374
6314;87,372
6315;87,37
6316;87,368
6317;87,366005
6318;87,364
6319;87,362
6320;87,36
6321;87,358
6322;87,356
6323;87,354
6324;87,352005
6325;87,35
6326;87,348
6327;87,346
6328;87,344
6329;87,342
6330;87,34
6331;87,338
6332;87,336
6333;87,334
6334;87,332
6335;87,33
6336;87,327995
6337;87,326004
6338;87,324
6339;87,32201
6340;87,32
6341;87,318
6342;87,316
6343;87,313995
6344;87,312004
6345;87,31
6346;87,308
6347;87,306
6348;87,304
6349;87,302
6350;87,3
6351;87,298
6352;87,296
6353;87,294
6354;87,292
6355;87,29
6356;87,287994
6357;87,286
6358;87,284
6359;87,282005
6360;87,28
6361;87,278
6362;87,276
6363;87,273994
6364;87,272
6365;87,27
6366;87,268
6367;87,266
6368;87,264
6369;87,262
6370;87,26
6371;87,257996
6372;87,256004
6373;87,254
6374;87,25201
6375;87,25
6376;87,248
6377;87,246
6378;87,243996
6379;87,242004
6380;87,24
6381;87,238
6382;87,236
6383;87,234
6384;87,232
6385;87,23
6386;87,228
6387;87,226
6388;87,224
6389;87,222
6390;87,22
6391;87,218
6392;87,216
6393;87,214
6394;87,212006
6395;87,21
6396;87,208
6397;87,206
6398;87,203995
6399;87,202
6400;87,2
6401;87,198
6402;87,196
6403;87,194
6404;87,192
6405;87,19
6406;87,187996
6407;87,186005
6408;87,184
6409;87,182
6410;87,18
6411;87,178
6412;87,176
6413;87,173996
6414;87,172005
6415;87,17
6416;87,168
6417;87,166
6418;87,164
6419;87,162
6420;87,159996
6421;87,158
6422;87,156
6423;87,154
6424;87,152
6425;87,15
6426;87,147995
6427;87,146
6428;87,144
6429;87,142006
6430;87,14
6431;87,138
6432;87,136
6433;87,133995
6434;87,132
6435;87,13
6436;87,128
6437;87,126
6438;87,124
6439;87,122
6440;87,12
6441;87,118
6442;87,116
6443;87,114
6444;87,112
6445;87,11
6446;87,108
6447;87,106
6448;87,104
6449;87,102005
6450;87,1
6451;87,098
6452;87,096
6453;87,094
6454;87,092
6455;87,09
6456;87,088
6457;87,086
6458;87,084
6459;87,082
6460;87,08
6461;87,078
6462;87,076004
6463;87,074
6464;87,07201
6465;87,07
6466;87,068
6467;87,066
6468;87,063995
6469;87,062004
6470;87,06
6471;87,058
6472;87,056
6473;87,054
6474;87,052
6475;87,05
6476;87,048
6477;87,046
6478;87,044
6479;87,042
6480;87,04
6481;87,038
6482;87,036
6483;87,034
6484;87,032005
6485;87,03
6486;87,028
6487;87,026
6488;87,023994
6489;87,022
6490;87,02
6491;87,018
6492;87,016
6493;87,014
6494;87,012
6495;87,01
6496;87,007996
6497;87,006004
6498;87,004
6499;87,002
6500;87
6501;86,998
6502;86,996
6503;86,993996
6504;86,992004
6505;86,99
6506;86,988
6507;86,986
6508;86,984
6509;86,982
6510;86,979996
6511;86,978
6512;86,976
6513;86,974
6514;86,972
6515;86,97
6516;86,968
6517;86,966
6518;86,964
6519;86,962006
6520;86,96
6521;86,958
6522;86,956
6523;86,953995
6524;86,952
6525;86,95
6526;86,948
6527;86,946
6528;86,944
6529;86,942
6530;86,94
6531;86,938
6532;86,936005
6533;86,934
6534;86,932
6535;86,93
6536;86,928
6537;86,926
6538;86,923996
6539;86,922005
6540;86,92
6541;86,918
6542;86,916
6543;86,914
6544;86,912
6545;86,909996
6546;86,908
6547;86,906
6548;86,904
6549;86,902
6550;86,9
6551;86,898
6552;86,896
6553;86,894
6554;86,892006
6555;86,89
6556;86,888
6557;86,886
6558;86,883995
6559;86,882
6560;86,88
6561;86,878
6562;86,876
6563;86,874
6564;86,872
6565;86,87
6566;86,868
6567;86,866
6568;86,864
6569;86,862
6570;86,86
6571;86,858
6572;86,856
6573;86,854
6574;86,852005
6575;86,85
6576;86,848
6577;86,846
6578;86,843994
6579;86,842
6580;86,84
6581;86,838
6582;86,836
6583;86,834
6584;86,832
6585;86,83
6586;86,828
6587;86,826004
6588;86,824
6589;86,822
6590;86,82
6591;86,818
6592;86,816
6593;86,813995
6594;86,812004
6595;86,81
6596;86,808
6597;86,806
6598;86,804
6599;86,802
6600;86,799995
6601;86,798004
6602;86,796
6603;86,794
6604;86,792
6605;86,79
6606;86,788
6607;86,786
6608;86,784
6609;86,782005
6610;86,78
6611;86,778
6612;86,776
6613;86,773994
6614;86,772
6615;86,77
6616;86,768
6617;86,766
6618;86,764
6619;86,762
6620;86,76
6621;86,758
6622;86,756004
6623;86,754
6624;86,752
6625;86,75
6626;86,748
6627;86,746
6628;86,743996
6629;86,742004
6630;86,74
6631;86,738
6632;86,736
6633;86,734
6634;86,732
6635;86,729996
6636;86,728
6637;86,726
6638;86,724
6639;86,722
6640;86,72
6641;86,718
6642;86,716
6643;86,714
6644;86,712006
6645;86,71
6646;86,708
6647;86,706
6648;86,703995
6649;86,702
6650;86,7
6651;86,698
6652;86,696
6653;86,694
6654;86,692
6655;86,69
6656;86,688
6657;86,686
6658;86,684
6659;86,682
6660;86,68
6661;86,678
6662;86,676
6663;86,673996
6664;86,672005
6665;86,67
6666;86,668
6667;86,666
6668;86,663994
6669;86,662
6670;86,659996
6671;86,658005
6672;86,656
6673;86,654
6674;86,652
6675;86,65
6676;86,648
6677;86,646
6678;86,644
6679;86,642
6680;86,64
6681;86,638
6682;86,636
6683;86,633995
6684;86,632
6685;86,63
6686;86,628
6687;86,626
6688;86,624
6689;86,622
6690;86,619995
6691;86,618004
6692;86,616
6693;86,614
6694;86,612
6695;86,61
6696;86,608
6697;86,606
6698;86,604
6699;86,602005
6700;86,6
6701;86,598
6702;86,596
6703;86,593994
6704;86,592
6705;86,59
6706;86,588
6707;86,586
6708;86,584
6709;86,582
6710;86,58
6711;86,578
6712;86,576004
6713;86,574
6714;86,572
6715;86,57
6716;86,568
6717;86,566
6718;86,563995
6719;86,562004
6720;86,56
6721;86,558
6722;86,556
6723;86,554
6724;86,552
6725;86,549995
6726;86,548004
6727;86,546
6728;86,544
6729;86,542
6730;86,54
6731;86,538
6732;86,536
6733;86,534
6734;86,532005
6735;86,53
6736;86,528
6737;86,526
6738;86,523994
6739;86,522
6740;86,52
6741;86,518005
6742;86,516
6743;86,514
6744;86,512
6745;86,51
6746;86,508
6747;86,506
6748;86,504
6749;86,502
6750;86,5
6751;86,498
6752;86,496
6753;86,493996
6754;86,492004
6755;86,49
6756;86,488
6757;86,486
6758;86,48399
6759;86,482
6760;86,479996
6761;86,478004
6762;86,476
6763;86,474
6764;86,472
6765;86,47
6766;86,468
6767;86,466
6768;86,464
6769;86,462
6770;86,46
6771;86,458
6772;86,456
6773;86,453995
6774;86,452
6775;86,45
6776;86,448
6777;86,446
6778;86,444
6779;86,442
6780;86,44
6781;86,438
6782;86,436
6783;86,434
6784;86,432
6785;86,43
6786;86,428
6787;86,426
6788;86,423996
6789;86,422005
6790;86,42
6791;86,418
6792;86,416
6793;86,413994
6794;86,412
6795;86,409996
6796;86,408005
6797;86,406
6798;86,404
6799;86,402
6800;86,4
6801;86,398
6802;86,396
6803;86,394
6804;86,392
6805;86,39
6806;86,388
6807;86,386
6808;86,383995
6809;86,382
6810;86,38
6811;86,378006
6812;86,376
6813;86,374
6814;86,372
6815;86,369995
6816;86,368004
6817;86,366
6818;86,364
6819;86,362
6820;86,36
6821;86,358
6822;86,356
6823;86,354
6824;86,352005
6825;86,35
6826;86,348
6827;86,346
6828;86,343994
6829;86,342
6830;86,34
6831;86,338005
6832;86,336
6833;86,334
6834;86,332
6835;86,33
6836;86,328
6837;86,326
6838;86,324
6839;86,322
6840;86,32
6841;86,318
6842;86,316
6843;86,313995
6844;86,312004
6845;86,31
6846;86,308
6847;86,306
6848;86,304
6849;86,302
6850;86,299995
6851;86,298004
6852;86,296
6853;86,294
6854;86,292
6855;86,29
6856;86,288
6857;86,286
6858;86,284
6859;86,282005
6860;86,28
6861;86,278
6862;86,276
6863;86,273994
6864;86,272
6865;86,27
6866;86,268005
6867;86,266
6868;86,264
6869;86,262
6870;86,26
6871;86,258
6872;86,256
6873;86,254
6874;86,252
6875;86,25
6876;86,248
6877;86,246
6878;86,243996
6879;86,242004
6880;86,24
6881;86,23801
6882;86,236
6883;86,23399
6884;86,232
6885;86,229996
6886;86,228004
6887;86,226
6888;86,224
6889;86,222
6890;86,22
6891;86,218
6892;86,216
6893;86,214
6894;86,212
6895;86,21
6896;86,208
6897;86,206
6898;86,203995
6899;86,202
6900;86,2
6901;86,198006
6902;86,196
6903;86,194
6904;86,192
6905;86,189995
6906;86,188
6907;86,186
6908;86,184
6909;86,182
6910;86,18
6911;86,178
6912;86,176
6913;86,173996
6914;86,172005
6915;86,17
6916;86,168
6917;86,166
6918;86,164
6919;86,162
6920;86,159996
6921;86,158005
6922;86,156
6923;86,154
6924;86,152
6925;86,15
6926;86,148
6927;86,145996
6928;86,144
6929;86,142
6930;86,14
6931;86,138
6932;86,136
6933;86,133995
6934;86,132
6935;86,13
6936;86,128006
6937;86,126
6938;86,124
6939;86,122
6940;86,119995
6941;86,118004
6942;86,116
6943;86,114
6944;86,112
6945;86,11
6946;86,108
6947;86,106
6948;86,104
6949;86,102005
6950;86,1
6951;86,098
6952;86,096
6953;86,093994
6954;86,092
6955;86,09
6956;86,088005
6957;86,086
6958;86,084
6959;86,082
6960;86,08
6961;86,078
6962;86,076
6963;86,074
6964;86,072
6965;86,07
6966;86,068
6967;86,066
6968;86,063995
6969;86,062004
6970;86,06
6971;86,05801
6972;86,056
6973;86,054
6974;86,052
6975;86,049995
6976;86,048004
6977;86,046
6978;86,044
6979;86,042
6980;86,04
6981;86,038
6982;86,036
6983;86,034
6984;86,032
6985;86,03
6986;86,028
6987;86,026
6988;86,024
6989;86,022
6990;86,02
6991;86,018005
6992;86,016
6993;86,014
6994;86,012
6995;86,009995
6996;86,008
6997;86,006
6998;86,004
6999;86,002
7000;86
7001;85,998
7002;85,996
7003;85,993996
7004;85,992004
7005;85,99
7006;85,988
7007;85,986
7008;85,984
7009;85,982
7010;85,979996
7011;85,978004
7012;85,976
7013;85,974
7014;85,972
7015;85,97
7016;85,968
7017;85,966
7018;85,964
7019;85,962
7020;85,96
7021;85,958
7022;85,956
7023;85,953995
7024;85,952
7025;85,95
7026;85,948006
7027;85,946
7028;85,944
7029;85,942
7030;85,939995
7031;85,938
7032;85,936
7033;85,934
7034;85,932
7035;85,93
7036;85,928
7037;85,926
7038;85,923996
7039;85,922005
7040;85,92
7041;85,918
7042;85,916
7043;85,914
7044;85,912
7045;85,909996
7046;85,908005
7047;85,906
7048;85,904
7049;85,902
7050;85,9
7051;85,898
7052;85,895996
7053;85,894
7054;85,892
7055;85,89
7056;85,888
7057;85,886
7058;85,884
7059;85,882
7060;85,88
7061;85,878006
7062;85,876
7063;85,874
7064;85,872
7065;85,869995
7066;85,868004
7067;85,866
7068;85,864
7069;85,862
7070;85,86
7071;85,858
7072;85,856
7073;85,854
7074;85,852
7075;85,85
7076;85,848
7077;85,846
7078;85,844
7079;85,842
7080;85,84
7081;85,838005
7082;85,836
7083;85,834
7084;85,832
7085;85,829994
7086;85,828
7087;85,826
7088;85,824
7089;85,822
7090;85,82
7091;85,818
7092;85,816
7093;85,813995
7094;85,812004
7095;85,81
7096;85,80801
7097;85,806
7098;85,804
7099;85,802
7100;85,799995
7101;85,798004
7102;85,796
7103;85,794
7104;85,792
7105;85,79
7106;85,788
7107;85,786
7108;85,784
7109;85,782
7110;85,78
7111;85,778
7112;85,776
7113;85,774
7114;85,772
7115;85,77
7116;85,768005
7117;85,766
7118;85,764
7119;85,762
7120;85,759995
7121;85,758
7122;85,756
7123;85,754
7124;85,752
7125;85,75
7126;85,748
7127;85,746
7128;85,744
7129;85,742004
7130;85,74
7131;85,738
7132;85,736
7133;85,734
7134;85,732
7135;85,729996
7136;85,728004
7137;85,726
7138;85,724
7139;85,722
7140;85,72
7141;85,718
7142;85,715996
7143;85,714
7144;85,712
7145;85,71
7146;85,708
7147;85,706
7148;85,704
7149;85,702
7150;85,7
7151;85,698006
7152;85,696
7153;85,694
7154;85,692
7155;85,689995
7156;85,688
7157;85,686
7158;85,684
7159;85,682
7160;85,68
7161;85,678
7162;85,676
7163;85,673996
7164;85,672
7165;85,67
7166;85,668
7167;85,666
7168;85,664
7169;85,662
7170;85,659996
7171;85,658005
7172;85,656
7173;85,654
7174;85,652
7175;85,65
7176;85,648
7177;85,645996
7178;85,644
7179;85,642
7180;85,64
7181;85,638
7182;85,636
7183;85,634
7184;85,632
7185;85,63
7186;85,628006
7187;85,626
7188;85,624
7189;85,622
7190;85,619995
7191;85,618004
7192;85,616
7193;85,614
7194;85,612
7195;85,61
7196;85,608
7197;85,606
7198;85,604004
7199;85,602
7200;85,6
7201;85,598
7202;85,596
7203;85,594
7204;85,592
7205;85,59
7206;85,588005
7207;85,586
7208;85,584
7209;85,582
7210;85,579994
7211;85,578
7212;85,576
7213;85,574
7214;85,572
7215;85,57
7216;85,568
7217;85,566
7218;85,564
7219;85,562004
7220;85,56
7221;85,558
7222;85,556
7223;85,554
7224;85,552
7225;85,549995
7226;85,548004
7227;85,546
7228;85,544
7229;85,542
7230;85,54
7231;85,538
7232;85,535995
7233;85,534
7234;85,532
7235;85,53
7236;85,528
7237;85,526
7238;85,524
7239;85,522
7240;85,52
7241;85,518005
7242;85,516
7243;85,514
7244;85,512
7245;85,509995
7246;85,508
7247;85,506
7248;85,504
7249;85,502
7250;85,5
7251;85,498
7252;85,496
7253;85,494
7254;85,492004
7255;85,49
7256;85,488
7257;85,486
7258;85,484
7259;85,482
7260;85,479996
7261;85,478004
7262;85,476
7263;85,474
7264;85,472
7265;85,47
7266;85,468
7267;85,465996
7268;85,464005
7269;85,462
7270;85,46
7271;85,458
7272;85,456
7273;85,454
7274;85,452
7275;85,45
7276;85,448006
7277;85,446
7278;85,444
7279;85,442
7280;85,439995
7281;85,438
7282;85,436
7283;85,434
7284;85,432
7285;85,43
7286;85,428
7287;85,426
7288;85,424
7289;85,422
7290;85,42
7291;85,418
7292;85,416
7293;85,414
7294;85,412
7295;85,409996
7296;85,408005
7297;85,406
7298;85,404
7299;85,402
7300;85,399994
7301;85,398
7302;85,395996
7303;85,394
7304;85,392
7305;85,39
7306;85,388
7307;85,386
7308;85,384
7309;85,382
7310;85,38
7311;85,378
7312;85,376
7313;85,374
7314;85,372
7315;85,369995
7316;85,368004
7317;85,366
7318;85,364
7319;85,362
7320;85,36
7321;85,358
7322;85,355995
7323;85,354004
7324;85,352
7325;85,35
7326;85,348
7327;85,346
7328;85,344
7329;85,342
7330;85,34
7331;85,338005
7332;85,336
7333;85,334
7334;85,332
7335;85,329994
7336;85,328
7337;85,326
7338;85,324005
7339;85,322
7340;85,32
7341;85,318
7342;85,316
7343;85,314
7344;85,312004
7345;85,31
7346;85,308
7347;85,306
7348;85,304
7349;85,302
7350;85,299995
7351;85,298004
7352;85,296
7353;85,294
7354;85,292
7355;85,29
7356;85,288
7357;85,285995
7358;85,284004
7359;85,282
7360;85,28
7361;85,278
7362;85,276
7363;85,274
7364;85,272
7365;85,27
7366;85,268005
7367;85,266
7368;85,264
7369;85,262
7370;85,259995
7371;85,258
7372;85,256
7373;85,254
7374;85,252
7375;85,25
7376;85,248
7377;85,246
7378;85,244
7379;85,242
7380;85,24
7381;85,238
7382;85,236
7383;85,234
7384;85,232
7385;85,229996
7386;85,228004
7387;85,226
7388;85,224
7389;85,222
7390;85,21999
7391;85,218
7392;85,215996
7393;85,214005
7394;85,212
7395;85,21
7396;85,208
7397;85,206
7398;85,204
7399;85,202
7400;85,2
7401;85,198
7402;85,196
7403;85,194
7404;85,192
7405;85,189995
7406;85,188
7407;85,186
7408;85,184006
7409;85,182
7410;85,18
7411;85,178
7412;85,176
7413;85,174
7414;85,172
7415;85,17
7416;85,168
7417;85,166
7418;85,164
7419;85,162
7420;85,159996
7421;85,158005
7422;85,156
7423;85,154
7424;85,152
7425;85,149994
7426;85,148
7427;85,145996
7428;85,144005
7429;85,142
7430;85,14
7431;85,138
7432;85,136
7433;85,134
7434;85,132
7435;85,13
7436;85,128
7437;85,126
7438;85,124
7439;85,122
7440;85,119995
7441;85,118004
7442;85,116
7443;85,114
7444;85,112
7445;85,11
7446;85,108
7447;85,105995
7448;85,104004
7449;85,102
7450;85,1
7451;85,098
7452;85,096
7453;85,094
7454;85,092
7455;85,09
7456;85,088005
7457;85,086
7458;85,084
7459;85,082
7460;85,079994
7461;85,078
7462;85,076
7463;85,074005
7464;85,072
7465;85,07
7466;85,068
7467;85,066
7468;85,064
7469;85,062
7470;85,06
7471;85,058
7472;85,056
7473;85,054
7474;85,052
7475;85,049995
7476;85,048004
7477;85,046
7478;85,04401
7479;85,042
7480;85,03999
7481;85,038
7482;85,035995
7483;85,034004
7484;85,032
7485;85,03
7486;85,028
7487;85,026
7488;85,024
7489;85,022
7490;85,02
7491;85,018
7492;85,016
7493;85,014
7494;85,012
7495;85,009995
7496;85,008
7497;85,006
7498;85,004005
7499;85,002
7500;85
7501;84,998
7502;84,996
7503;84,994
7504;84,992
7505;84,99
7506;84,988
7507;84,986
7508;84,984
7509;84,982
7510;84,979996
7511;84,978004
7512;84,976
7513;84,974
7514;84,972
7515;84,97
7516;84,968
7517;84,965996
7518;84,964005
7519;84,962
7520;84,96
7521;84,958
7522;84,956
7523;84,954
7524;84,952
7525;84,95
7526;84,948
7527;84,946
7528;84,944
7529;84,942
7530;84,939995
7531;84,938
7532;84,936
7533;84,934006
7534;84,932
7535;84,93
7536;84,928
7537;84,925995
7538;84,924
7539;84,922
7540;84,92
7541;84,918
7542;84,916
7543;84,914
7544;84,912
7545;84,909996
7546;84,908005
7547;84,906
7548;84,904
7549;84,902
7550;84,899994
7551;84,898
7552;84,895996
7553;84,894005
7554;84,892
7555;84,89
7556;84,888
7557;84,886
7558;84,884
7559;84,881996
7560;84,88
7561;84,878
7562;84,876
7563;84,874
7564;84,872
7565;84,869995
7566;84,868004
7567;84,866
7568;84,864006
7569;84,862
7570;84,86
7571;84,858
7572;84,855995
7573;84,854004
7574;84,852
7575;84,85
7576;84,848
7577;84,846
7578;84,844
7579;84,842
7580;84,84
7581;84,838005
7582;84,836
7583;84,834
7584;84,832
7585;84,83
7586;84,828
7587;84,826
7588;84,824005
7589;84,822
7590;84,82
7591;84,818
7592;84,816
7593;84,814
7594;84,812
7595;84,81
7596;84,808
7597;84,806
7598;84,804
7599;84,802
7600;84,799995
7601;84,798004
7602;84,796
7603;84,79401
7604;84,792
7605;84,79
7606;84,788
7607;84,785995
7608;84,784004
7609;84,782
7610;84,78
7611;84,778
7612;84,776
7613;84,774
7614;84,772
7615;84,77
7616;84,768
7617;84,766
7618;84,764
7619;84,762
7620;84,759995
7621;84,758
7622;84,756
7623;84,754005
7624;84,752
7625;84,75
7626;84,748
7627;84,745995
7628;84,744
7629;84,742
7630;84,74
7631;84,738
7632;84,736
7633;84,734
7634;84,732
7635;84,729996
7636;84,728004
7637;84,726
7638;84,724
7639;84,722
7640;84,72
7641;84,718
7642;84,715996
7643;84,714005
7644;84,712
7645;84,71
7646;84,708
7647;84,706
7648;84,704
7649;84,701996
7650;84,7
7651;84,698
7652;84,696
7653;84,694
7654;84,692
7655;84,69
7656;84,688
7657;84,686
7658;84,684006
7659;84,682
7660;84,68
7661;84,678
7662;84,675995
7663;84,674
7664;84,672
7665;84,67
7666;84,668
7667;84,666
7668;84,664
7669;84,662
7670;84,659996
7671;84,658005
7672;84,656
7673;84,654
7674;84,652
7675;84,65
7676;84,648
7677;84,645996
7678;84,644005
7679;84,642
7680;84,64
7681;84,638
7682;84,636
7683;84,634
7684;84,631996
7685;84,63
7686;84,628
7687;84,626
7688;84,624
7689;84,622
7690;84,619995
7691;84,618004
7692;84,616
7693;84,614006
7694;84,612
7695;84,61
7696;84,608
7697;84,605995
7698;84,604004
7699;84,602
7700;84,6
7701;84,598
7702;84,596
7703;84,594
7704;84,592
7705;84,59
7706;84,588
7707;84,586
7708;84,584
7709;84,582
7710;84,58
7711;84,578
7712;84,576
7713;84,574005
7714;84,572
7715;84,57
7716;84,568
7717;84,565994
7718;84,564
7719;84,562
7720;84,56
7721;84,558
7722;84,556
7723;84,554
7724;84,552
7725;84,55
7726;84,548004
7727;84,546
7728;84,544
7729;84,542
7730;84,54
7731;84,538
7732;84,535995
7733;84,534004
7734;84,532
7735;84,53
7736;84,528
7737;84,526
7738;84,524
7739;84,522
7740;84,52
7741;84,518
7742;84,516
7743;84,514
7744;84,512
7745;84,51
7746;84,508
7747;84,506
7748;84,504005
7749;84,502
7750;84,5
7751;84,498
7752;84,495995
7753;84,494
7754;84,492
7755;84,49
7756;84,488
7757;84,486
7758;84,484
7759;84,482
7760;84,479996
7761;84,478004
7762;84,476
7763;84,474
7764;84,472
7765;84,47
7766;84,468
7767;84,465996
7768;84,464005
7769;84,462
7770;84,46
7771;84,458
7772;84,456
7773;84,454
7774;84,451996
7775;84,45
7776;84,448
7777;84,446
7778;84,444
7779;84,442
7780;84,44
7781;84,438
7782;84,436
7783;84,434006
7784;84,432
7785;84,43
7786;84,428
7787;84,425995
7788;84,424
7789;84,422
7790;84,42
7791;84,418
7792;84,416
7793;84,414
7794;84,412
7795;84,41
7796;84,408
7797;84,406
7798;84,404
7799;84,402
7800;84,4
7801;84,398
7802;84,395996
7803;84,394005
7804;84,392
7805;84,39
7806;84,388
7807;84,385994
7808;84,384
7809;84,381996
7810;84,38
7811;84,378
7812;84,376
7813;84,374
7814;84,372
7815;84,37
7816;84,368004
7817;84,366
7818;84,364006
7819;84,362
7820;84,36
7821;84,358
7822;84,355995
7823;84,354004
7824;84,352
7825;84,35
7826;84,348
7827;84,346
7828;84,344
7829;84,342
7830;84,34
7831;84,338
7832;84,336
7833;84,334
7834;84,332
7835;84,33
7836;84,328
7837;84,326
7838;84,324005
7839;84,322
7840;84,32
7841;84,318
7842;84,315994
7843;84,314
7844;84,312
7845;84,31
7846;84,308
7847;84,306
7848;84,304
7849;84,302
7850;84,3
7851;84,298004
7852;84,296
7853;84,294
7854;84,292
7855;84,29
7856;84,288
7857;84,285995
7858;84,284004
7859;84,282
7860;84,28
7861;84,278
7862;84,276
7863;84,274
7864;84,271996
7865;84,270004
7866;84,268
7867;84,266
7868;84,264
7869;84,262
7870;84,26
7871;84,258
7872;84,256
7873;84,254005
7874;84,252
7875;84,25
7876;84,248
7877;84,245995
7878;84,244
7879;84,242
7880;84,24
7881;84,238
7882;84,236
7883;84,234
